created_at,created_at,id,id_str,text,truncated,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.text,retweeted_status.truncated,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.possibly_sensitive,retweeted_status.lang,possibly_sensitive,date_time,fetched_at
2020-10-12 13:55:14+00:00,Mon Oct 12 13:55:14 +0000 2020,1315652247187976199,1315652247187976199,"Insider's Club:

$JD 80c bot at 1.5
Now at 3.5
(+133% gain)💰

$VIX $SPY $QQQ $TSLA $NKLA $GE $SHOP $SPOT $WKHS… https://t.co/7Y4NdayBkP",True,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,[],"[{'text': 'JD', 'indices': [17, 20]}, {'text': 'VIX', 'indices': [62, 66]}, {'text': 'SPY', 'indices': [67, 71]}, {'text': 'QQQ', 'indices': [72, 76]}, {'text': 'TSLA', 'indices': [77, 82]}, {'text': 'NKLA', 'indices': [83, 88]}, {'text': 'GE', 'indices': [89, 92]}, {'text': 'SHOP', 'indices': [93, 98]}, {'text': 'SPOT', 'indices': [99, 104]}, {'text': 'WKHS', 'indices': [105, 110]}]",[],"[{'url': 'https://t.co/7Y4NdayBkP', 'expanded_url': 'https://twitter.com/i/web/status/1315652247187976199', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]",en,recent,1307866904040624129,1307866904040624129,Swing Capital,SwingCapitalCo,,Former Bulge Bracket equities analyst | L/S fundamental + technical analysis | Not investment advice,,[],False,553,0,2,Mon Sep 21 02:19:10 +0000 2020,12,,,False,False,203,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1309302209637576706/G4CdMHpi_normal.jpg,https://pbs.twimg.com/profile_images/1309302209637576706/G4CdMHpi_normal.jpg,https://pbs.twimg.com/profile_banners/1307866904040624129/1600845203,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-10-12 13:55:14,2020-10-12 16:55:14
2020-10-12 13:54:23+00:00,Mon Oct 12 13:54:23 +0000 2020,1315652033714761728,1315652033714761728,"Learn how to trade inverse head and shoulders patterns:

https://t.co/gLBYeX1Z3q 
👌❤️
$BABA $AMD $AAPL $NFLX $TWTR… https://t.co/2PBFXvxJKu",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,en,[],"[{'text': 'BABA', 'indices': [86, 91]}, {'text': 'AMD', 'indices': [92, 96]}, {'text': 'AAPL', 'indices': [97, 102]}, {'text': 'NFLX', 'indices': [103, 108]}, {'text': 'TWTR', 'indices': [109, 114]}]",[],"[{'url': 'https://t.co/gLBYeX1Z3q', 'expanded_url': 'https://discord.gg/afWzfrb', 'display_url': 'discord.gg/afWzfrb', 'indices': [57, 80]}, {'url': 'https://t.co/2PBFXvxJKu', 'expanded_url': 'https://twitter.com/i/web/status/1315652033714761728', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",en,recent,943836257125150720,943836257125150720,trade alarts with ideas,stock_invester7,United States,Our Vision Is To Empower Investors To Achieve Financial Freedom!,https://t.co/uAoUxhN9wK,[],False,684,109,11,Thu Dec 21 13:31:14 +0000 2017,36,,,False,False,6368,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281582815109214208/L0r3kPoI_normal.jpg,https://pbs.twimg.com/profile_images/1281582815109214208/L0r3kPoI_normal.jpg,https://pbs.twimg.com/profile_banners/943836257125150720/1593354651,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/uAoUxhN9wK', 'expanded_url': 'https://discord.gg/afWzfrb', 'display_url': 'discord.gg/afWzfrb', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-10-12 13:54:23,2020-10-12 16:55:14
2020-10-12 13:54:18+00:00,Mon Oct 12 13:54:18 +0000 2020,1315652015284867072,1315652015284867072,"Alerts given
Trading Chat on Discord!👇
https://t.co/NrFvsr0dVj
JOIN for FREE ✅

💸
$SPY $QQQ $AMZN $NVDA $BA $TSLA… https://t.co/XNgpzEkfLh",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,en,[],"[{'text': 'SPY', 'indices': [82, 86]}, {'text': 'QQQ', 'indices': [87, 91]}, {'text': 'AMZN', 'indices': [92, 97]}, {'text': 'NVDA', 'indices': [98, 103]}, {'text': 'BA', 'indices': [104, 107]}, {'text': 'TSLA', 'indices': [108, 113]}]",[],"[{'url': 'https://t.co/NrFvsr0dVj', 'expanded_url': 'https://discord.gg/9BKMRJc', 'display_url': 'discord.gg/9BKMRJc', 'indices': [39, 62]}, {'url': 'https://t.co/XNgpzEkfLh', 'expanded_url': 'https://twitter.com/i/web/status/1315652015284867072', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]",en,recent,1294356362554556416,1294356362554556416,Jhon trade,JhonTrade,,"stock, crypto, option trader and marketer",,[],False,149,80,1,Fri Aug 14 19:33:13 +0000 2020,7,,,False,False,3055,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1294356857943801856/1VRSVFLy_normal.jpg,https://pbs.twimg.com/profile_images/1294356857943801856/1VRSVFLy_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-10-12 13:54:18,2020-10-12 16:55:14
2020-10-12 13:53:52+00:00,Mon Oct 12 13:53:52 +0000 2020,1315651906119884800,1315651906119884800,"$ITOX
$idex $fb $spy $tsla $nkla $aapl $aal $vxrt $xspa $ktov $chfs $ntec $msft $snss $nio $sint $uavs $amzn $nkla… https://t.co/4pw6GKG64m",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,und,[],"[{'text': 'ITOX', 'indices': [0, 5]}, {'text': 'idex', 'indices': [6, 11]}, {'text': 'fb', 'indices': [12, 15]}, {'text': 'spy', 'indices': [16, 20]}, {'text': 'tsla', 'indices': [21, 26]}, {'text': 'nkla', 'indices': [27, 32]}, {'text': 'aapl', 'indices': [33, 38]}, {'text': 'aal', 'indices': [39, 43]}, {'text': 'vxrt', 'indices': [44, 49]}, {'text': 'xspa', 'indices': [50, 55]}, {'text': 'ktov', 'indices': [56, 61]}, {'text': 'chfs', 'indices': [62, 67]}, {'text': 'ntec', 'indices': [68, 73]}, {'text': 'msft', 'indices': [74, 79]}, {'text': 'snss', 'indices': [80, 85]}, {'text': 'nio', 'indices': [86, 90]}, {'text': 'sint', 'indices': [91, 96]}, {'text': 'uavs', 'indices': [97, 102]}, {'text': 'amzn', 'indices': [103, 108]}, {'text': 'nkla', 'indices': [109, 114]}]",[],"[{'url': 'https://t.co/4pw6GKG64m', 'expanded_url': 'https://twitter.com/i/web/status/1315651906119884800', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",und,recent,943836257125150720,943836257125150720,trade alarts with ideas,stock_invester7,United States,Our Vision Is To Empower Investors To Achieve Financial Freedom!,https://t.co/uAoUxhN9wK,[],False,684,109,11,Thu Dec 21 13:31:14 +0000 2017,36,,,False,False,6368,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281582815109214208/L0r3kPoI_normal.jpg,https://pbs.twimg.com/profile_images/1281582815109214208/L0r3kPoI_normal.jpg,https://pbs.twimg.com/profile_banners/943836257125150720/1593354651,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/uAoUxhN9wK', 'expanded_url': 'https://discord.gg/afWzfrb', 'display_url': 'discord.gg/afWzfrb', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-10-12 13:53:52,2020-10-12 16:55:14
2020-10-12 13:51:52+00:00,Mon Oct 12 13:51:52 +0000 2020,1315651403642073097,1315651403642073097,$spce looks week to me. thinking to get out,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,[],"[{'text': 'spce', 'indices': [0, 5]}]",[],[],en,recent,1136708992246243329,1136708992246243329,もやし@米株投資,tokyomoyashi,,Amateur investor based in Tokyo. 専業を目指している素人です。30才、個人事業主(♂)。,,[],False,127,1664,3,Thu Jun 06 18:58:37 +0000 2019,5428,,,False,False,2178,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1205547572967792640/H26BspBc_normal.jpg,https://pbs.twimg.com/profile_images/1205547572967792640/H26BspBc_normal.jpg,https://pbs.twimg.com/profile_banners/1136708992246243329/1583697046,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-10-12 13:51:52,2020-10-12 16:52:17
2020-10-12 13:51:51+00:00,Mon Oct 12 13:51:51 +0000 2020,1315651399338938369,1315651399338938369,"Sold $WKHS for a solid profit.
Watching $SPCE to see if it will hold LTF support around the 20-21$ mark.",False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,[],"[{'text': 'WKHS', 'indices': [5, 10]}, {'text': 'SPCE', 'indices': [40, 45]}]",[],[],en,recent,823280146065096705,823280146065096705,Currency Dealer,StonecoldTrades,,I try to take as little L's as possible,,[],False,39,158,0,Sun Jan 22 21:24:17 +0000 2017,363,,,False,False,48,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/943252959474999296/pzx9HqxS_normal.jpg,https://pbs.twimg.com/profile_images/943252959474999296/pzx9HqxS_normal.jpg,https://pbs.twimg.com/profile_banners/823280146065096705/1534804396,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-10-12 13:51:51,2020-10-12 16:52:17
2020-10-12 13:51:08+00:00,Mon Oct 12 13:51:08 +0000 2020,1315651218824290306,1315651218824290306,"Free Stock trading discord:  https://t.co/NrFvsr0dVj

$GE $AAL $DIS $DAL $AAPL $MSFT $TSLA $SQ $NFLX $SPY $ROKU… https://t.co/TGSlTnld9m",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,en,[],"[{'text': 'GE', 'indices': [54, 57]}, {'text': 'AAL', 'indices': [58, 62]}, {'text': 'DIS', 'indices': [63, 67]}, {'text': 'DAL', 'indices': [68, 72]}, {'text': 'AAPL', 'indices': [73, 78]}, {'text': 'MSFT', 'indices': [79, 84]}, {'text': 'TSLA', 'indices': [85, 90]}, {'text': 'SQ', 'indices': [91, 94]}, {'text': 'NFLX', 'indices': [95, 100]}, {'text': 'SPY', 'indices': [101, 105]}, {'text': 'ROKU', 'indices': [106, 111]}]",[],"[{'url': 'https://t.co/NrFvsr0dVj', 'expanded_url': 'https://discord.gg/9BKMRJc', 'display_url': 'discord.gg/9BKMRJc', 'indices': [29, 52]}, {'url': 'https://t.co/TGSlTnld9m', 'expanded_url': 'https://twitter.com/i/web/status/1315651218824290306', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [113, 136]}]",en,recent,1294356362554556416,1294356362554556416,Jhon trade,JhonTrade,,"stock, crypto, option trader and marketer",,[],False,149,80,1,Fri Aug 14 19:33:13 +0000 2020,7,,,False,False,3051,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1294356857943801856/1VRSVFLy_normal.jpg,https://pbs.twimg.com/profile_images/1294356857943801856/1VRSVFLy_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-10-12 13:51:08,2020-10-12 16:52:17
2020-10-12 13:49:26+00:00,Mon Oct 12 13:49:26 +0000 2020,1315650790745354241,1315650790745354241,"$spce
Why? 🙄",False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,en,[],"[{'text': 'spce', 'indices': [0, 5]}]",[],[],en,recent,1155439181604302848,1155439181604302848,Enzzz,EnzUtd,Warren Buffet's brain,"Football ⚽ | Finance 💹📉                                    
Rule #1: The market doesn't care about your feelings 😴",https://t.co/PvQzQLOfHM,[],False,83,526,0,Sun Jul 28 11:25:42 +0000 2019,46075,,,False,False,1784,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1297728232968597504/y7igzz85_normal.jpg,https://pbs.twimg.com/profile_images/1297728232968597504/y7igzz85_normal.jpg,https://pbs.twimg.com/profile_banners/1155439181604302848/1596813450,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/PvQzQLOfHM', 'expanded_url': 'http://iam330.com', 'display_url': 'iam330.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-10-12 13:49:26,2020-10-12 16:52:17
2020-10-12 13:48:16+00:00,Mon Oct 12 13:48:16 +0000 2020,1315650495831330816,1315650495831330816,Lol $spce getting wrecked love it thanks for the 21.7s short,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,[],"[{'text': 'spce', 'indices': [4, 9]}]",[],[],en,recent,760603585038213120,760603585038213120,Evil Mattias Ekholm,EvilEkholm,"Nashville, TN",Parody account. As much of an actual D man as Ryan Suter,,[],False,463,170,6,Tue Aug 02 22:30:00 +0000 2016,1414,,,False,False,19082,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/760909124829929473/yYyuJlA2_normal.jpg,https://pbs.twimg.com/profile_images/760909124829929473/yYyuJlA2_normal.jpg,https://pbs.twimg.com/profile_banners/760603585038213120/1596658978,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-10-12 13:48:16,2020-10-12 16:49:22
2020-10-12 13:48:06+00:00,Mon Oct 12 13:48:06 +0000 2020,1315650454827589635,1315650454827589635,"$WKHS 25c from 1.3
to 5.6 now 
(+330% gain)
💰 

You could have easily paid for your monthly access to the Insider's… https://t.co/KQw4h5esIc",True,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,[],"[{'text': 'WKHS', 'indices': [0, 5]}]",[],"[{'url': 'https://t.co/KQw4h5esIc', 'expanded_url': 'https://twitter.com/i/web/status/1315650454827589635', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",en,recent,1307866904040624129,1307866904040624129,Swing Capital,SwingCapitalCo,,Former Bulge Bracket equities analyst | L/S fundamental + technical analysis | Not investment advice,,[],False,552,0,2,Mon Sep 21 02:19:10 +0000 2020,12,,,False,False,202,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1309302209637576706/G4CdMHpi_normal.jpg,https://pbs.twimg.com/profile_images/1309302209637576706/G4CdMHpi_normal.jpg,https://pbs.twimg.com/profile_banners/1307866904040624129/1600845203,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,2020-10-12 13:48:06,2020-10-12 16:49:22
