created_at,created_at,id,id_str,text,truncated,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,user.profile_banner_url,date_time,fetched_at
2020-10-12 13:53:55+00:00,Mon Oct 12 13:53:55 +0000 2020,1315651918580989952,1315651918580989952,"Hi everyone, Make big profits with us https://t.co/NrFvsr0dVj

$STNG $GOLD $RCL $AAL $NET $AAPL $NKLA $MGM $MCRB… https://t.co/vfWXKSUu0C",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,en,[],"[{'text': 'STNG', 'indices': [63, 68]}, {'text': 'GOLD', 'indices': [69, 74]}, {'text': 'RCL', 'indices': [75, 79]}, {'text': 'AAL', 'indices': [80, 84]}, {'text': 'NET', 'indices': [85, 89]}, {'text': 'AAPL', 'indices': [90, 95]}, {'text': 'NKLA', 'indices': [96, 101]}, {'text': 'MGM', 'indices': [102, 106]}, {'text': 'MCRB', 'indices': [107, 112]}]",[],"[{'url': 'https://t.co/NrFvsr0dVj', 'expanded_url': 'https://discord.gg/9BKMRJc', 'display_url': 'discord.gg/9BKMRJc', 'indices': [38, 61]}, {'url': 'https://t.co/vfWXKSUu0C', 'expanded_url': 'https://twitter.com/i/web/status/1315651918580989952', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]",en,recent,1294356362554556416,1294356362554556416,Jhon trade,JhonTrade,,"stock, crypto, option trader and marketer",,[],False,149,80,1,Fri Aug 14 19:33:13 +0000 2020,7,,,False,False,3055,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1294356857943801856/1VRSVFLy_normal.jpg,https://pbs.twimg.com/profile_images/1294356857943801856/1VRSVFLy_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,2020-10-12 13:53:55,2020-10-12 16:54:55
2020-10-12 13:53:52+00:00,Mon Oct 12 13:53:52 +0000 2020,1315651906119884800,1315651906119884800,"$ITOX
$idex $fb $spy $tsla $nkla $aapl $aal $vxrt $xspa $ktov $chfs $ntec $msft $snss $nio $sint $uavs $amzn $nkla… https://t.co/4pw6GKG64m",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,und,[],"[{'text': 'ITOX', 'indices': [0, 5]}, {'text': 'idex', 'indices': [6, 11]}, {'text': 'fb', 'indices': [12, 15]}, {'text': 'spy', 'indices': [16, 20]}, {'text': 'tsla', 'indices': [21, 26]}, {'text': 'nkla', 'indices': [27, 32]}, {'text': 'aapl', 'indices': [33, 38]}, {'text': 'aal', 'indices': [39, 43]}, {'text': 'vxrt', 'indices': [44, 49]}, {'text': 'xspa', 'indices': [50, 55]}, {'text': 'ktov', 'indices': [56, 61]}, {'text': 'chfs', 'indices': [62, 67]}, {'text': 'ntec', 'indices': [68, 73]}, {'text': 'msft', 'indices': [74, 79]}, {'text': 'snss', 'indices': [80, 85]}, {'text': 'nio', 'indices': [86, 90]}, {'text': 'sint', 'indices': [91, 96]}, {'text': 'uavs', 'indices': [97, 102]}, {'text': 'amzn', 'indices': [103, 108]}, {'text': 'nkla', 'indices': [109, 114]}]",[],"[{'url': 'https://t.co/4pw6GKG64m', 'expanded_url': 'https://twitter.com/i/web/status/1315651906119884800', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",und,recent,943836257125150720,943836257125150720,trade alarts with ideas,stock_invester7,United States,Our Vision Is To Empower Investors To Achieve Financial Freedom!,https://t.co/uAoUxhN9wK,[],False,684,109,11,Thu Dec 21 13:31:14 +0000 2017,36,,,False,False,6368,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281582815109214208/L0r3kPoI_normal.jpg,https://pbs.twimg.com/profile_images/1281582815109214208/L0r3kPoI_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/uAoUxhN9wK', 'expanded_url': 'https://discord.gg/afWzfrb', 'display_url': 'discord.gg/afWzfrb', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/943836257125150720/1593354651,2020-10-12 13:53:52,2020-10-12 16:54:55
2020-10-12 13:52:31+00:00,Mon Oct 12 13:52:31 +0000 2020,1315651564502212609,1315651564502212609,"Best trading place,  https://t.co/gLBYeXjzUY

$je $spy $sunw $pola $aapl $sqqq $nio $nkla $tsla $gnus $twtr $ge… https://t.co/FNgdkcHwMt",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,en,[],"[{'text': 'je', 'indices': [46, 49]}, {'text': 'spy', 'indices': [50, 54]}, {'text': 'sunw', 'indices': [55, 60]}, {'text': 'pola', 'indices': [61, 66]}, {'text': 'aapl', 'indices': [67, 72]}, {'text': 'sqqq', 'indices': [73, 78]}, {'text': 'nio', 'indices': [79, 83]}, {'text': 'nkla', 'indices': [84, 89]}, {'text': 'tsla', 'indices': [90, 95]}, {'text': 'gnus', 'indices': [96, 101]}, {'text': 'twtr', 'indices': [102, 107]}, {'text': 'ge', 'indices': [108, 111]}]",[],"[{'url': 'https://t.co/gLBYeXjzUY', 'expanded_url': 'https://discord.gg/afWzfrb', 'display_url': 'discord.gg/afWzfrb', 'indices': [21, 44]}, {'url': 'https://t.co/FNgdkcHwMt', 'expanded_url': 'https://twitter.com/i/web/status/1315651564502212609', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [113, 136]}]",en,recent,943836257125150720,943836257125150720,trade alarts with ideas,stock_invester7,United States,Our Vision Is To Empower Investors To Achieve Financial Freedom!,https://t.co/uAoUxhN9wK,[],False,684,109,11,Thu Dec 21 13:31:14 +0000 2017,36,,,False,False,6368,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281582815109214208/L0r3kPoI_normal.jpg,https://pbs.twimg.com/profile_images/1281582815109214208/L0r3kPoI_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/uAoUxhN9wK', 'expanded_url': 'https://discord.gg/afWzfrb', 'display_url': 'discord.gg/afWzfrb', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/943836257125150720/1593354651,2020-10-12 13:52:31,2020-10-12 16:54:55
2020-10-12 13:52:00+00:00,Mon Oct 12 13:52:00 +0000 2020,1315651435728691200,1315651435728691200,$FAS Direxion Financial Bull 3X Shares Option Alert: Mar 19 $30 Calls Sweep (2) near the Ask: 750 @ $13.0 vs 927 OI… https://t.co/PHc8oLY72I,True,"<a href=""https://tradeui.com"" rel=""nofollow"">tradeui</a>",,,,,,,,,,False,0,0,False,False,,en,[],"[{'text': 'FAS', 'indices': [0, 4]}]",[],"[{'url': 'https://t.co/PHc8oLY72I', 'expanded_url': 'https://twitter.com/i/web/status/1315651435728691200', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",en,recent,2603182496,2603182496,TradeUI,tradeui,NYC,"Stock Ideas, Option Sweeps, Pennystock Breakouts, Unusual Option Activity, live news,analyst ratings
discord: https://t.co/ApQ6f4j3Nk
Not Investment Advice",https://t.co/AEsAQ5SzKp,"[{'url': 'https://t.co/ApQ6f4j3Nk', 'expanded_url': 'http://TradeUI.com/invite', 'display_url': 'TradeUI.com/invite', 'indices': [110, 133]}]",False,780,0,19,Fri Jul 04 10:00:33 +0000 2014,2,,,False,False,3993,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1260288995323502598/9aAFR0pr_normal.jpg,https://pbs.twimg.com/profile_images/1260288995323502598/9aAFR0pr_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/AEsAQ5SzKp', 'expanded_url': 'https://tradeui.com', 'display_url': 'tradeui.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/2603182496/1602021312,2020-10-12 13:52:00,2020-10-12 16:54:55
2020-10-12 13:50:53+00:00,Mon Oct 12 13:50:53 +0000 2020,1315651154697695237,1315651154697695237,"$spy $spx $swks $okta
$aapl $amzn $twtr $fb $msft $nflx #Futures $crm $xspa $nvda $googl $spxu $googl $shop $spot… https://t.co/CDNm5ORS1v",True,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,"[{'text': 'Futures', 'indices': [56, 64]}]","[{'text': 'spy', 'indices': [0, 4]}, {'text': 'spx', 'indices': [5, 9]}, {'text': 'swks', 'indices': [10, 15]}, {'text': 'okta', 'indices': [16, 21]}, {'text': 'aapl', 'indices': [22, 27]}, {'text': 'amzn', 'indices': [28, 33]}, {'text': 'twtr', 'indices': [34, 39]}, {'text': 'fb', 'indices': [40, 43]}, {'text': 'msft', 'indices': [44, 49]}, {'text': 'nflx', 'indices': [50, 55]}, {'text': 'crm', 'indices': [65, 69]}, {'text': 'xspa', 'indices': [70, 75]}, {'text': 'nvda', 'indices': [76, 81]}, {'text': 'googl', 'indices': [82, 88]}, {'text': 'spxu', 'indices': [89, 94]}, {'text': 'googl', 'indices': [95, 101]}, {'text': 'shop', 'indices': [102, 107]}, {'text': 'spot', 'indices': [108, 113]}]",[],"[{'url': 'https://t.co/CDNm5ORS1v', 'expanded_url': 'https://twitter.com/i/web/status/1315651154697695237', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]",en,recent,1269238398587453440,1269238398587453440,🐂🐮🐃ChattyKathy🐃🐮🐂,stonksrus,"On the Mississippi, USA","Chat WITH or AGAINST publicly
day/swing trader
lacking ""INVESTMENT GRADE PATIENCE""
If lovin' Joan Baez and Van Morrison is wrong, 
I dont wanna be right.",,[],False,249,235,8,Sat Jun 06 12:04:19 +0000 2020,2200,,,False,False,11979,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1310704818718203905/pUz9hWMX_normal.jpg,https://pbs.twimg.com/profile_images/1310704818718203905/pUz9hWMX_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/1269238398587453440/1602459315,2020-10-12 13:50:53,2020-10-12 16:52:00
2020-10-12 13:50:02+00:00,Mon Oct 12 13:50:02 +0000 2020,1315650939714445314,1315650939714445314,"$AAPL price target raise to $132 from $111 at RBC Capital

$PENN price target raised to $85 from $50 at Barclays",False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,,en,[],"[{'text': 'AAPL', 'indices': [0, 5]}, {'text': 'PENN', 'indices': [59, 64]}]",[],[],en,recent,1265835962501935104,1265835962501935104,Macro Max,MaxingMacro,New York,"Wall St Equity Trader-3 yrs | Entrepreneur | Talking Stocks and Macro Trends | Not Financial Advice | Check out my blog, link below",https://t.co/LZE6aDSoC2,[],False,301,270,0,Thu May 28 02:43:22 +0000 2020,396,,,False,False,458,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1265836444209340416/QTXe3nvw_normal.jpg,https://pbs.twimg.com/profile_images/1265836444209340416/QTXe3nvw_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/LZE6aDSoC2', 'expanded_url': 'https://maxingmacro.com/', 'display_url': 'maxingmacro.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1265835962501935104/1595033976,2020-10-12 13:50:02,2020-10-12 16:52:00
2020-10-12 13:50:00+00:00,Mon Oct 12 13:50:00 +0000 2020,1315650931527020545,1315650931527020545,$idex $shll $vvpr $cbat $boxl $cei $srne $uavs $sunw $dkng $lca $aal $msft $xspa $wwr $penn $nkla $nio $gme $opti… https://t.co/RWnGGcdTTS,True,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,,en,[],"[{'text': 'idex', 'indices': [0, 5]}, {'text': 'shll', 'indices': [6, 11]}, {'text': 'vvpr', 'indices': [12, 17]}, {'text': 'cbat', 'indices': [18, 23]}, {'text': 'boxl', 'indices': [24, 29]}, {'text': 'cei', 'indices': [30, 34]}, {'text': 'srne', 'indices': [35, 40]}, {'text': 'uavs', 'indices': [41, 46]}, {'text': 'sunw', 'indices': [47, 52]}, {'text': 'dkng', 'indices': [53, 58]}, {'text': 'lca', 'indices': [59, 63]}, {'text': 'aal', 'indices': [64, 68]}, {'text': 'msft', 'indices': [69, 74]}, {'text': 'xspa', 'indices': [75, 80]}, {'text': 'wwr', 'indices': [81, 85]}, {'text': 'penn', 'indices': [86, 91]}, {'text': 'nkla', 'indices': [92, 97]}, {'text': 'nio', 'indices': [98, 102]}, {'text': 'gme', 'indices': [103, 107]}, {'text': 'opti', 'indices': [108, 113]}]",[],"[{'url': 'https://t.co/RWnGGcdTTS', 'expanded_url': 'https://twitter.com/i/web/status/1315650931527020545', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]",en,recent,1244864492,1244864492,The Right Stock Alerts,RightAlerts,,We find the best stocks daily by applying TA and extensive research. Click on our website to receive premium stock alerts for only $15!,https://t.co/oVxAgTT3JV,[],False,4412,61,47,Tue Mar 05 23:46:06 +0000 2013,1377,,,False,False,12210,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1279127666071875586/lYoV0m3M_normal.jpg,https://pbs.twimg.com/profile_images/1279127666071875586/lYoV0m3M_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/oVxAgTT3JV', 'expanded_url': 'https://www.therightstockalerts.com/', 'display_url': 'therightstockalerts.com', 'indices': [0, 23]}]",,2020-10-12 13:50:00,2020-10-12 16:52:00
2020-10-12 13:49:46+00:00,Mon Oct 12 13:49:46 +0000 2020,1315650874694201345,1315650874694201345,"Accounts are at all time highs today. Love to see it. $PENN still ripping, $TREX finally positive, thus making all… https://t.co/dbILh2Zxnf",True,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,0,False,False,,en,[],"[{'text': 'PENN', 'indices': [54, 59]}, {'text': 'TREX', 'indices': [75, 80]}]",[],"[{'url': 'https://t.co/dbILh2Zxnf', 'expanded_url': 'https://twitter.com/i/web/status/1315650874694201345', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",en,recent,1312040445787086851,1312040445787086851,eckwitty,allEckwitty,,buy side analyst. bonds are for the weak.,,[],False,9,140,0,Fri Oct 02 14:43:29 +0000 2020,50,,,False,False,64,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1312042905968599040/m892tVJY_normal.jpg,https://pbs.twimg.com/profile_images/1312042905968599040/m892tVJY_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/1312040445787086851/1601671307,2020-10-12 13:49:46,2020-10-12 16:52:00
2020-10-12 13:48:27+00:00,Mon Oct 12 13:48:27 +0000 2020,1315650541427589120,1315650541427589120,"$spy $spx $swks $okta
$aapl $amzn $twtr $fb $msft $nflx #Futures $crm $xspa $nvda $googl $spxu $googl $shop $spot… https://t.co/TRD6UK1Byn",True,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,False,en,"[{'text': 'Futures', 'indices': [56, 64]}]","[{'text': 'spy', 'indices': [0, 4]}, {'text': 'spx', 'indices': [5, 9]}, {'text': 'swks', 'indices': [10, 15]}, {'text': 'okta', 'indices': [16, 21]}, {'text': 'aapl', 'indices': [22, 27]}, {'text': 'amzn', 'indices': [28, 33]}, {'text': 'twtr', 'indices': [34, 39]}, {'text': 'fb', 'indices': [40, 43]}, {'text': 'msft', 'indices': [44, 49]}, {'text': 'nflx', 'indices': [50, 55]}, {'text': 'crm', 'indices': [65, 69]}, {'text': 'xspa', 'indices': [70, 75]}, {'text': 'nvda', 'indices': [76, 81]}, {'text': 'googl', 'indices': [82, 88]}, {'text': 'spxu', 'indices': [89, 94]}, {'text': 'googl', 'indices': [95, 101]}, {'text': 'shop', 'indices': [102, 107]}, {'text': 'spot', 'indices': [108, 113]}]",[],"[{'url': 'https://t.co/TRD6UK1Byn', 'expanded_url': 'https://twitter.com/i/web/status/1315650541427589120', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]",en,recent,1269238398587453440,1269238398587453440,🐂🐮🐃ChattyKathy🐃🐮🐂,stonksrus,"On the Mississippi, USA","Chat WITH or AGAINST publicly
day/swing trader
lacking ""INVESTMENT GRADE PATIENCE""
If lovin' Joan Baez and Van Morrison is wrong, 
I dont wanna be right.",,[],False,249,235,8,Sat Jun 06 12:04:19 +0000 2020,2200,,,False,False,11978,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1310704818718203905/pUz9hWMX_normal.jpg,https://pbs.twimg.com/profile_images/1310704818718203905/pUz9hWMX_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/1269238398587453440/1602459315,2020-10-12 13:48:27,2020-10-12 16:49:05
2020-10-12 13:44:38+00:00,Mon Oct 12 13:44:38 +0000 2020,1315649579912556544,1315649579912556544,"Thanks for the $1k
DISCORD 
https://t.co/CmCIV7vIef
Best stock trade Group out there!

 $AMZN $AMD $SPY $QQQ $ATH… https://t.co/uiT418Cjnm",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,en,[],"[{'text': 'AMZN', 'indices': [88, 93]}, {'text': 'AMD', 'indices': [94, 98]}, {'text': 'SPY', 'indices': [99, 103]}, {'text': 'QQQ', 'indices': [104, 108]}, {'text': 'ATH', 'indices': [109, 113]}]",[],"[{'url': 'https://t.co/CmCIV7vIef', 'expanded_url': 'https://discord.gg/UggrPBP', 'display_url': 'discord.gg/UggrPBP', 'indices': [28, 51]}, {'url': 'https://t.co/uiT418Cjnm', 'expanded_url': 'https://twitter.com/i/web/status/1315649579912556544', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]",en,recent,1261540915258294272,1261540915258294272,stock trader,stocktrader5550,,trade market analyst and trader,,[],False,491,462,5,Sat May 16 06:16:23 +0000 2020,27,,,True,False,2673,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1290740752473919489/m6Lrvb1O_normal.jpg,https://pbs.twimg.com/profile_images/1290740752473919489/m6Lrvb1O_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,2020-10-12 13:44:38,2020-10-12 16:46:41
