created_at,created_at,id,id_str,text,truncated,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.profile_banner_url,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.text,retweeted_status.truncated,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.possibly_sensitive,retweeted_status.lang,user.entities.url.urls,date_time,fetched_at,retweeted_status.user.profile_banner_url
2020-10-12 13:53:55+00:00,Mon Oct 12 13:53:55 +0000 2020,1315651918580989952,1315651918580989952,"Hi everyone, Make big profits with us https://t.co/NrFvsr0dVj

$STNG $GOLD $RCL $AAL $NET $AAPL $NKLA $MGM $MCRB… https://t.co/vfWXKSUu0C",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,en,[],"[{'text': 'STNG', 'indices': [63, 68]}, {'text': 'GOLD', 'indices': [69, 74]}, {'text': 'RCL', 'indices': [75, 79]}, {'text': 'AAL', 'indices': [80, 84]}, {'text': 'NET', 'indices': [85, 89]}, {'text': 'AAPL', 'indices': [90, 95]}, {'text': 'NKLA', 'indices': [96, 101]}, {'text': 'MGM', 'indices': [102, 106]}, {'text': 'MCRB', 'indices': [107, 112]}]",[],"[{'url': 'https://t.co/NrFvsr0dVj', 'expanded_url': 'https://discord.gg/9BKMRJc', 'display_url': 'discord.gg/9BKMRJc', 'indices': [38, 61]}, {'url': 'https://t.co/vfWXKSUu0C', 'expanded_url': 'https://twitter.com/i/web/status/1315651918580989952', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]",en,recent,1294356362554556416,1294356362554556416,Jhon trade,JhonTrade,,"stock, crypto, option trader and marketer",,[],False,149,80,1,Fri Aug 14 19:33:13 +0000 2020,7,,,False,False,3055,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1294356857943801856/1VRSVFLy_normal.jpg,https://pbs.twimg.com/profile_images/1294356857943801856/1VRSVFLy_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-10-12 13:53:55,2020-10-12 16:55:04,
2020-10-12 13:53:52+00:00,Mon Oct 12 13:53:52 +0000 2020,1315651906119884800,1315651906119884800,"$ITOX
$idex $fb $spy $tsla $nkla $aapl $aal $vxrt $xspa $ktov $chfs $ntec $msft $snss $nio $sint $uavs $amzn $nkla… https://t.co/4pw6GKG64m",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,und,[],"[{'text': 'ITOX', 'indices': [0, 5]}, {'text': 'idex', 'indices': [6, 11]}, {'text': 'fb', 'indices': [12, 15]}, {'text': 'spy', 'indices': [16, 20]}, {'text': 'tsla', 'indices': [21, 26]}, {'text': 'nkla', 'indices': [27, 32]}, {'text': 'aapl', 'indices': [33, 38]}, {'text': 'aal', 'indices': [39, 43]}, {'text': 'vxrt', 'indices': [44, 49]}, {'text': 'xspa', 'indices': [50, 55]}, {'text': 'ktov', 'indices': [56, 61]}, {'text': 'chfs', 'indices': [62, 67]}, {'text': 'ntec', 'indices': [68, 73]}, {'text': 'msft', 'indices': [74, 79]}, {'text': 'snss', 'indices': [80, 85]}, {'text': 'nio', 'indices': [86, 90]}, {'text': 'sint', 'indices': [91, 96]}, {'text': 'uavs', 'indices': [97, 102]}, {'text': 'amzn', 'indices': [103, 108]}, {'text': 'nkla', 'indices': [109, 114]}]",[],"[{'url': 'https://t.co/4pw6GKG64m', 'expanded_url': 'https://twitter.com/i/web/status/1315651906119884800', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",und,recent,943836257125150720,943836257125150720,trade alarts with ideas,stock_invester7,United States,Our Vision Is To Empower Investors To Achieve Financial Freedom!,https://t.co/uAoUxhN9wK,[],False,684,109,11,Thu Dec 21 13:31:14 +0000 2017,36,,,False,False,6368,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281582815109214208/L0r3kPoI_normal.jpg,https://pbs.twimg.com/profile_images/1281582815109214208/L0r3kPoI_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/943836257125150720/1593354651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/uAoUxhN9wK', 'expanded_url': 'https://discord.gg/afWzfrb', 'display_url': 'discord.gg/afWzfrb', 'indices': [0, 23]}]",2020-10-12 13:53:52,2020-10-12 16:55:04,
2020-10-12 13:52:57+00:00,Mon Oct 12 13:52:57 +0000 2020,1315651676515303424,1315651676515303424,"Xtrader trades the best trading group out Discord: 
https://t.co/gLBYeX1Z3q

 $ZOM $KTOV $JAKK $IDEX $XSPA $GENE… https://t.co/jQmt6vHyOh",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,in,[],"[{'text': 'ZOM', 'indices': [78, 82]}, {'text': 'KTOV', 'indices': [83, 88]}, {'text': 'JAKK', 'indices': [89, 94]}, {'text': 'IDEX', 'indices': [95, 100]}, {'text': 'XSPA', 'indices': [101, 106]}, {'text': 'GENE', 'indices': [107, 112]}]",[],"[{'url': 'https://t.co/gLBYeX1Z3q', 'expanded_url': 'https://discord.gg/afWzfrb', 'display_url': 'discord.gg/afWzfrb', 'indices': [52, 75]}, {'url': 'https://t.co/jQmt6vHyOh', 'expanded_url': 'https://twitter.com/i/web/status/1315651676515303424', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]",in,recent,943836257125150720,943836257125150720,trade alarts with ideas,stock_invester7,United States,Our Vision Is To Empower Investors To Achieve Financial Freedom!,https://t.co/uAoUxhN9wK,[],False,684,109,11,Thu Dec 21 13:31:14 +0000 2017,36,,,False,False,6368,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281582815109214208/L0r3kPoI_normal.jpg,https://pbs.twimg.com/profile_images/1281582815109214208/L0r3kPoI_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/943836257125150720/1593354651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/uAoUxhN9wK', 'expanded_url': 'https://discord.gg/afWzfrb', 'display_url': 'discord.gg/afWzfrb', 'indices': [0, 23]}]",2020-10-12 13:52:57,2020-10-12 16:55:04,
2020-10-12 13:52:31+00:00,Mon Oct 12 13:52:31 +0000 2020,1315651564502212609,1315651564502212609,"Best trading place,  https://t.co/gLBYeXjzUY

$je $spy $sunw $pola $aapl $sqqq $nio $nkla $tsla $gnus $twtr $ge… https://t.co/FNgdkcHwMt",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,en,[],"[{'text': 'je', 'indices': [46, 49]}, {'text': 'spy', 'indices': [50, 54]}, {'text': 'sunw', 'indices': [55, 60]}, {'text': 'pola', 'indices': [61, 66]}, {'text': 'aapl', 'indices': [67, 72]}, {'text': 'sqqq', 'indices': [73, 78]}, {'text': 'nio', 'indices': [79, 83]}, {'text': 'nkla', 'indices': [84, 89]}, {'text': 'tsla', 'indices': [90, 95]}, {'text': 'gnus', 'indices': [96, 101]}, {'text': 'twtr', 'indices': [102, 107]}, {'text': 'ge', 'indices': [108, 111]}]",[],"[{'url': 'https://t.co/gLBYeXjzUY', 'expanded_url': 'https://discord.gg/afWzfrb', 'display_url': 'discord.gg/afWzfrb', 'indices': [21, 44]}, {'url': 'https://t.co/FNgdkcHwMt', 'expanded_url': 'https://twitter.com/i/web/status/1315651564502212609', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [113, 136]}]",en,recent,943836257125150720,943836257125150720,trade alarts with ideas,stock_invester7,United States,Our Vision Is To Empower Investors To Achieve Financial Freedom!,https://t.co/uAoUxhN9wK,[],False,684,109,11,Thu Dec 21 13:31:14 +0000 2017,36,,,False,False,6368,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1281582815109214208/L0r3kPoI_normal.jpg,https://pbs.twimg.com/profile_images/1281582815109214208/L0r3kPoI_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,https://pbs.twimg.com/profile_banners/943836257125150720/1593354651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/uAoUxhN9wK', 'expanded_url': 'https://discord.gg/afWzfrb', 'display_url': 'discord.gg/afWzfrb', 'indices': [0, 23]}]",2020-10-12 13:52:31,2020-10-12 16:55:04,
2020-10-12 13:52:28+00:00,Mon Oct 12 13:52:28 +0000 2020,1315651551948668930,1315651551948668930,RT @EagleBrookCap: $SGMD Sugarmade Issues Letter to Shareholders on Coming Expansion Steps https://t.co/O6dt3wTcrR via @YahooFinance $AAPL…,False,"<a href=""https://gambiste.com"" rel=""nofollow"">Gambiste</a>",,,,,,,,,,False,3,0,False,False,False,en,[],"[{'text': 'SGMD', 'indices': [19, 24]}]","[{'screen_name': 'EagleBrookCap', 'name': 'EBC', 'id': 2417925421, 'id_str': '2417925421', 'indices': [3, 17]}, {'screen_name': 'YahooFinance', 'name': 'Yahoo Finance', 'id': 19546277, 'id_str': '19546277', 'indices': [119, 132]}]","[{'url': 'https://t.co/O6dt3wTcrR', 'expanded_url': 'https://finance.yahoo.com/news/sugarmade-issues-letter-shareholders-coming-123000914.html?soc_src=strm&soc_trk=tw', 'display_url': 'finance.yahoo.com/news/sugarmade…', 'indices': [91, 114]}]",en,recent,1136370591517290496,1136370591517290496,Joe Gambiste,Gambiste1,,"Check out the best tweets on Stocks. Beware, I am the greatest stocks retweeter. Find hot stocks with @GambisteFinance.",https://t.co/33d2n9Nigx,[],False,7566,0,97,Wed Jun 05 20:33:56 +0000 2019,864,,,False,False,911869,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1283519597640122368/X8uTqLDm_normal.jpg,https://pbs.twimg.com/profile_images/1283519597640122368/X8uTqLDm_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,Mon Oct 12 13:23:43 +0000 2020,1.3156443157970084e+18,1315644315797008384,$SGMD Sugarmade Issues Letter to Shareholders on Coming Expansion Steps https://t.co/O6dt3wTcrR via @YahooFinance… https://t.co/20fkLFRzIF,True,[],"[{'text': 'SGMD', 'indices': [0, 5]}]","[{'screen_name': 'YahooFinance', 'name': 'Yahoo Finance', 'id': 19546277, 'id_str': '19546277', 'indices': [100, 113]}]","[{'url': 'https://t.co/O6dt3wTcrR', 'expanded_url': 'https://finance.yahoo.com/news/sugarmade-issues-letter-shareholders-coming-123000914.html?soc_src=strm&soc_trk=tw', 'display_url': 'finance.yahoo.com/news/sugarmade…', 'indices': [72, 95]}, {'url': 'https://t.co/20fkLFRzIF', 'expanded_url': 'https://twitter.com/i/web/status/1315644315797008384', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]",en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,2417925421.0,2417925421,EBC,EagleBrookCap,,"Posts are NOT a recommendation to buy, sell or hold stocks..invest at your own risk....US ARMY VET...#stockmarket #StockMarketGains #stockmarket1 #stockmarkets",,[],False,8270.0,1094.0,36.0,Sat Mar 29 19:57:40 +0000 2014,43462.0,,,False,False,62716.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1063970111831375872/FgO3IlyI_normal.jpg,https://pbs.twimg.com/profile_images/1063970111831375872/FgO3IlyI_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,3.0,2.0,False,False,False,en,"[{'url': 'https://t.co/33d2n9Nigx', 'expanded_url': 'http://Gambiste.com', 'display_url': 'Gambiste.com', 'indices': [0, 23]}]",2020-10-12 13:52:28,2020-10-12 16:55:04,https://pbs.twimg.com/profile_banners/2417925421/1542505217
2020-10-12 13:52:12+00:00,Mon Oct 12 13:52:12 +0000 2020,1315651486085533696,1315651486085533696,RT @EagleBrookCap: $SGMD Sugarmade Issues Letter to Shareholders on Coming Expansion Steps https://t.co/O6dt3wTcrR via @YahooFinance $AAPL…,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,3,0,False,False,False,en,[],"[{'text': 'SGMD', 'indices': [19, 24]}]","[{'screen_name': 'EagleBrookCap', 'name': 'EBC', 'id': 2417925421, 'id_str': '2417925421', 'indices': [3, 17]}, {'screen_name': 'YahooFinance', 'name': 'Yahoo Finance', 'id': 19546277, 'id_str': '19546277', 'indices': [119, 132]}]","[{'url': 'https://t.co/O6dt3wTcrR', 'expanded_url': 'https://finance.yahoo.com/news/sugarmade-issues-letter-shareholders-coming-123000914.html?soc_src=strm&soc_trk=tw', 'display_url': 'finance.yahoo.com/news/sugarmade…', 'indices': [91, 114]}]",en,recent,192589455,192589455,Screech,St0ckman69,,"Swing/bottom trader mainly OTC/NASDAQ plays, do your own DD, my tweets are opinions only.",,[],False,3424,96,66,Sun Sep 19 15:59:56 +0000 2010,4459,,,False,False,81371,,False,False,False,1F9415,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1285017847585005568/AADf6tfV_normal.png,https://pbs.twimg.com/profile_images/1285017847585005568/AADf6tfV_normal.png,0084B4,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/192589455/1592255581,Mon Oct 12 13:23:43 +0000 2020,1.3156443157970084e+18,1315644315797008384,$SGMD Sugarmade Issues Letter to Shareholders on Coming Expansion Steps https://t.co/O6dt3wTcrR via @YahooFinance… https://t.co/20fkLFRzIF,True,[],"[{'text': 'SGMD', 'indices': [0, 5]}]","[{'screen_name': 'YahooFinance', 'name': 'Yahoo Finance', 'id': 19546277, 'id_str': '19546277', 'indices': [100, 113]}]","[{'url': 'https://t.co/O6dt3wTcrR', 'expanded_url': 'https://finance.yahoo.com/news/sugarmade-issues-letter-shareholders-coming-123000914.html?soc_src=strm&soc_trk=tw', 'display_url': 'finance.yahoo.com/news/sugarmade…', 'indices': [72, 95]}, {'url': 'https://t.co/20fkLFRzIF', 'expanded_url': 'https://twitter.com/i/web/status/1315644315797008384', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]",en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,2417925421.0,2417925421,EBC,EagleBrookCap,,"Posts are NOT a recommendation to buy, sell or hold stocks..invest at your own risk....US ARMY VET...#stockmarket #StockMarketGains #stockmarket1 #stockmarkets",,[],False,8270.0,1094.0,36.0,Sat Mar 29 19:57:40 +0000 2014,43462.0,,,False,False,62716.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/1063970111831375872/FgO3IlyI_normal.jpg,https://pbs.twimg.com/profile_images/1063970111831375872/FgO3IlyI_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,3.0,2.0,False,False,False,en,,2020-10-12 13:52:12,2020-10-12 16:55:04,https://pbs.twimg.com/profile_banners/2417925421/1542505217
2020-10-12 13:51:49+00:00,Mon Oct 12 13:51:49 +0000 2020,1315651389352144899,1315651389352144899,"Everyone, Come join an amazing group of traders https://t.co/NrFvsr0dVj

$EYEN $SAVE $GLD $NIO $AAL $CCL $OXY $JNUG… https://t.co/rc6gItkxae",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,en,[],"[{'text': 'EYEN', 'indices': [73, 78]}, {'text': 'SAVE', 'indices': [79, 84]}, {'text': 'GLD', 'indices': [85, 89]}, {'text': 'NIO', 'indices': [90, 94]}, {'text': 'AAL', 'indices': [95, 99]}, {'text': 'CCL', 'indices': [100, 104]}, {'text': 'OXY', 'indices': [105, 109]}, {'text': 'JNUG', 'indices': [110, 115]}]",[],"[{'url': 'https://t.co/NrFvsr0dVj', 'expanded_url': 'https://discord.gg/9BKMRJc', 'display_url': 'discord.gg/9BKMRJc', 'indices': [48, 71]}, {'url': 'https://t.co/rc6gItkxae', 'expanded_url': 'https://twitter.com/i/web/status/1315651389352144899', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",en,recent,1294356362554556416,1294356362554556416,Jhon trade,JhonTrade,,"stock, crypto, option trader and marketer",,[],False,149,80,1,Fri Aug 14 19:33:13 +0000 2020,7,,,False,False,3051,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1294356857943801856/1VRSVFLy_normal.jpg,https://pbs.twimg.com/profile_images/1294356857943801856/1VRSVFLy_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-10-12 13:51:49,2020-10-12 16:52:08,
2020-10-12 13:51:02+00:00,Mon Oct 12 13:51:02 +0000 2020,1315651193591549953,1315651193591549953,"RT @Ver20123: $ABCE 

Government Contract confirmed!!!! 

Contract is for power generating stations with the us border patrol.

https://t.c…",False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,18,0,False,False,,en,[],"[{'text': 'ABCE', 'indices': [14, 19]}]","[{'screen_name': 'Ver20123', 'name': 'Ver2012', 'id': 1276564929470795776, 'id_str': '1276564929470795776', 'indices': [3, 12]}]",[],en,recent,855373004,855373004,Sean,Sean_Burgundy_,NYC,"In my defense, I was left unsupervised. Mets, Jets, and Rangers https://t.co/AOHFNBfBoO snap: heatfan5890",https://t.co/Y4EoOHrtyH,"[{'url': 'https://t.co/AOHFNBfBoO', 'expanded_url': 'https://twitter.com/search/from:sean_burgundy_', 'display_url': 'twitter.com/search/from:se…', 'indices': [64, 87]}]",False,17344,16158,405,Sun Sep 30 21:21:50 +0000 2012,103774,,,True,False,106702,,False,False,False,0F0F0F,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,False,http://pbs.twimg.com/profile_images/873560718368530432/_CGM_COc_normal.jpg,https://pbs.twimg.com/profile_images/873560718368530432/_CGM_COc_normal.jpg,666666,404040,1C1C1C,627E91,True,True,False,False,False,False,False,none,https://pbs.twimg.com/profile_banners/855373004/1494418841,Mon Oct 05 13:58:47 +0000 2020,1.3131164259181117e+18,1313116425918111747,"$ABCE 

Government Contract confirmed!!!! 

Contract is for power generating stations with the us border patrol.… https://t.co/f6IJhY7rMp",True,[],"[{'text': 'ABCE', 'indices': [0, 5]}]",[],"[{'url': 'https://t.co/f6IJhY7rMp', 'expanded_url': 'https://twitter.com/i/web/status/1313116425918111747', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [114, 137]}]",en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1.2765649294707958e+18,1276564929470795776,Ver2012,Ver20123,,,,[],False,17.0,23.0,0.0,Fri Jun 26 17:16:19 +0000 2020,20.0,,,False,False,146.0,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1308145072127356928/jEF7wb1W_normal.jpg,https://pbs.twimg.com/profile_images/1308145072127356928/jEF7wb1W_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,18.0,27.0,False,False,False,en,"[{'url': 'https://t.co/Y4EoOHrtyH', 'expanded_url': 'http://favstar.fm/users/Sean_Burgundy_', 'display_url': 'favstar.fm/users/Sean_Bur…', 'indices': [0, 23]}]",2020-10-12 13:51:02,2020-10-12 16:52:08,
2020-10-12 13:44:56+00:00,Mon Oct 12 13:44:56 +0000 2020,1315649658610307077,1315649658610307077,"Buy the dip still working. Another winning alerts live in this chat. https://t.co/CmCIV7vIef

$BLNK $VCNK $AMD… https://t.co/wzH339di4c",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,en,[],"[{'text': 'BLNK', 'indices': [94, 99]}, {'text': 'VCNK', 'indices': [100, 105]}, {'text': 'AMD', 'indices': [106, 110]}]",[],"[{'url': 'https://t.co/CmCIV7vIef', 'expanded_url': 'https://discord.gg/UggrPBP', 'display_url': 'discord.gg/UggrPBP', 'indices': [69, 92]}, {'url': 'https://t.co/wzH339di4c', 'expanded_url': 'https://twitter.com/i/web/status/1315649658610307077', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [112, 135]}]",en,recent,1261540915258294272,1261540915258294272,stock trader,stocktrader5550,,trade market analyst and trader,,[],False,491,462,5,Sat May 16 06:16:23 +0000 2020,27,,,True,False,2673,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1290740752473919489/m6Lrvb1O_normal.jpg,https://pbs.twimg.com/profile_images/1290740752473919489/m6Lrvb1O_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-10-12 13:44:56,2020-10-12 16:46:49,
2020-10-12 13:44:28+00:00,Mon Oct 12 13:44:28 +0000 2020,1315649537822793729,1315649537822793729,"Best trading community, Get next winning alerts here: https://t.co/CmCIV7vIef

$MLHR $GE $PENN $LCA $SRNE   $SQQQ… https://t.co/zxcqRuZWHU",True,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,False,en,[],"[{'text': 'MLHR', 'indices': [79, 84]}, {'text': 'GE', 'indices': [85, 88]}, {'text': 'PENN', 'indices': [89, 94]}, {'text': 'LCA', 'indices': [95, 99]}, {'text': 'SRNE', 'indices': [100, 105]}, {'text': 'SQQQ', 'indices': [108, 113]}]",[],"[{'url': 'https://t.co/CmCIV7vIef', 'expanded_url': 'https://discord.gg/UggrPBP', 'display_url': 'discord.gg/UggrPBP', 'indices': [54, 77]}, {'url': 'https://t.co/zxcqRuZWHU', 'expanded_url': 'https://twitter.com/i/web/status/1315649537822793729', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]",en,recent,1261540915258294272,1261540915258294272,stock trader,stocktrader5550,,trade market analyst and trader,,[],False,491,462,5,Sat May 16 06:16:23 +0000 2020,27,,,True,False,2673,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1290740752473919489/m6Lrvb1O_normal.jpg,https://pbs.twimg.com/profile_images/1290740752473919489/m6Lrvb1O_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-10-12 13:44:28,2020-10-12 16:46:49,
